VARIABLES = "x", "y", "rho", "u", "v", "p"
ZONE T="Step 2800.0", I=161, J=113, F=POINT
1.0 0.0 0.8931340594867521 0.12217626901397133 0.0021694178907995573 0.8955689027931898
0.998465001583099 -0.001475000055507 0.958211336000083 0.2659367953914909 0.11212538596976414 0.9673695650762603
0.996433973312378 -0.001759000006132 1.0205500559609493 0.3890731199626832 0.052845858857981286 1.0333582611724508
0.993889987468719 -0.002114000031725 1.0163211446154028 0.38942805477179265 0.054801366630235875 1.0274645723886124
0.990813970565796 -0.002542000031099 1.014387025120975 0.3921274468698696 0.05555141544458104 1.024692837873696
0.987185001373291 -0.003043999895453 1.0129691225462953 0.3958703787530932 0.0559701769597313 1.0226857222772257
0.982980012893677 -0.003623000113294 1.0116744935594784 0.3999883424372738 0.05632031161276592 1.0208313326896252
0.97817200422287 -0.00428200000897 1.0104143548578857 0.4042132610832116 0.05653386396166146 1.0190518183685795
0.972733020782471 -0.00502200005576 1.0092091282759483 0.40839097945527175 0.05666901391237999 1.0173322960499291
0.966633021831512 -0.00584700005129 1.0079882807372476 0.41249616088460045 0.05678527532224824 1.0155954065638224
0.959843993186951 -0.006757999770343 1.006855418869976 0.4164707518560614 0.05677866323216245 1.0139860887697483
0.952332019805908 -0.007757000159472 1.0057820682543106 0.4202916974345348 0.05672106650792329 1.0124565244177222
0.944064021110535 -0.008847000077367 1.0047470673305576 0.42398552351259405 0.05658227244724594 1.0109822535935642
0.935012996196747 -0.010026999749243 1.0037411707221162 0.42755701282201947 0.05638099824751816 1.009554638872144
0.925153017044067 -0.011299000121653 1.0027266513226116 0.4310835057905306 0.056144819454009114 1.0081160581523723
0.914457023143768 -0.012662000022829 1.0017418617053653 0.4345611637951907 0.05582308531785164 1.00672166417304
0.902894973754883 -0.014116000384092 1.0007700584012091 0.43798812781842816 0.05545956157931535 1.0053430459640682
0.890447974205017 -0.015659999102354 0.9997991472684613 0.4413948180259665 0.05503816745756156 1.0039638666021038
0.87710702419281 -0.017289999872446 0.9988366762357661 0.4447452459276759 0.054549024274801496 1.002598764177399
0.862851977348328 -0.019004000350833 0.9978686166167208 0.44799634557991586 0.05401429006940674 1.0012300466843127
0.847672998905182 -0.020797999575734 0.9968896467774586 0.45117277083602114 0.0534537563479169 0.9998470079689047
0.831580996513367 -0.022667000070214 0.995938139724787 0.4543004168044719 0.05280009120228501 0.9985038427267244
0.814565002918243 -0.024602999910712 0.9949973062058128 0.4573806405364937 0.052093998308922064 0.9971769290401736
0.796647012233734 -0.026601999998093 0.994019988755169 0.4604313591110722 0.051348363281906444 0.9957991657437796
0.777839004993439 -0.028652999550104 0.9930267353210944 0.46345109488960484 0.05050631232652157 0.9944000054005163
0.75816798210144 -0.030748000368476 0.9920240023474374 0.4664441904440459 0.04961598730626336 0.992983431856953
0.737666010856628 -0.032876998186111 0.9910473397809978 0.4694168522020042 0.04863058704956512 0.9916009871772462
0.71637099981308 -0.035027001053095 0.9901160353018286 0.4723778412489576 0.04756515513745424 0.9902843912478487
0.694330990314484 -0.037188000977039 0.989198256940288 0.4753438247847049 0.04642123683852562 0.988990465577608
0.671599984169006 -0.039344999939203 0.9882720551996593 0.47830274209511175 0.045145076187020565 0.987690970828257
0.648235023021698 -0.041482999920845 0.9873041666707161 0.4812431745970549 0.04376230144180707 0.9863390931593798
0.62431001663208 -0.043588001281023 0.986300107939992 0.4841922787059373 0.042248863233674584 0.9849380274025984
0.599892020225525 -0.045641999691725 0.9853111313318563 0.4871772907985777 0.04057546804089907 0.9835582671013126
0.57506400346756 -0.047628998756409 0.9843471655593471 0.4901999477557062 0.03874473794210697 0.9822119964083815
0.549907982349396 -0.049531001597643 0.983399205224077 0.49322780819361717 0.03669923083923376 0.9808859876818903
0.524513006210327 -0.051327999681234 0.9824376496370852 0.49622026092656624 0.03445160691013678 0.9795390239312045
0.498968988656998 -0.053004998713732 0.9814517204121337 0.4991823800688078 0.03196602042487164 0.9781573799718228
0.473370999097824 -0.054540000855923 0.9804805294358898 0.5021240398385884 0.029210177687488112 0.9767977810474322
0.447813004255295 -0.055918000638485 0.9795099161098441 0.5050613463504914 0.026201707855095676 0.9754466048790134
0.422389000654221 -0.057121999561787 0.9785500439263881 0.5079588203065991 0.022843443986946058 0.9741208003315043
0.397199988365173 -0.058132000267506 0.9775966469909834 0.5107242177529782 0.019158489742532835 0.9728137303227505
0.372332006692886 -0.058938998728991 0.9766131016143691 0.5133127671026787 0.015146704846936882 0.9714769114262635
0.347880005836487 -0.05952800065279 0.9756662040168036 0.5156985507953994 0.010718407416692938 0.9702061682746526
0.323933988809586 -0.059888001531363 0.9747922125220341 0.5178882804784188 0.005944640753233429 0.9690497539055007
0.300568014383316 -0.060017000883818 0.9740278105307223 0.5198947843982723 0.0007158944019119765 0.9680568084734463
0.277873992919922 -0.059902999550104 0.9733912805229563 0.521610870516681 -0.004961956400687535 0.9672537356593259
0.255910009145737 -0.059551000595093 0.9728234275546908 0.5229543708238042 -0.011040845284088347 0.9665520429963941
0.234749004244804 -0.058958999812603 0.9723569016037528 0.5238702422803949 -0.01762350597873133 0.9659937641857383
0.214451000094414 -0.058132000267506 0.9720231418681219 0.5242777899413497 -0.02460566734509092 0.9656236942587441
0.195054993033409 -0.057080000638962 0.971905565111506 0.5242086621883021 -0.032107288785286486 0.9655708555939414
0.176621004939079 -0.055810000747442 0.9720438188342104 0.5236266625304404 -0.04006414095943664 0.9659084611776665
0.159161999821663 -0.054340999573469 0.9723106406806876 0.5223408204469455 -0.048506425415601614 0.9664360134332441
0.142725005745888 -0.052680000662804 0.972589293576704 0.5201513164303541 -0.05741462617744451 0.9669900232847022
0.127308994531631 -0.050852000713348 0.9731080230285815 0.5171194281446359 -0.06679336880836373 0.9678862459026328
0.112931996583939 -0.048870999366045 0.9742564329431507 0.5133843462984019 -0.07690155686552455 0.9697141956128863
0.099598996341228 -0.046757001429796 0.975603907552514 0.5086241739523443 -0.08736811683091349 0.9718412475484444
0.087283998727798 -0.044532999396324 0.9768848024277558 0.502528451446687 -0.09831730750575501 0.9738477278756406
0.075993999838829 -0.042215999215841 0.9786682052047971 0.4950290864432881 -0.1100548330098472 0.9766258181082449
0.065700002014637 -0.03982700034976 0.981222210711841 0.4861244346564932 -0.12230579199931173 0.9805412994269629
0.056363001465797 -0.037388000637293 0.9841170520865008 0.47557741768043926 -0.13495814753287483 0.9849680527231438
0.047956001013517 -0.034917999058962 0.9873092209541111 0.4628508650469206 -0.14820520900194895 0.9898362592991198
0.040447000414133 -0.03243400156498 0.9914550737060235 0.4476246378855756 -0.16205960789006904 0.9960714939041064
0.033789001405239 -0.029953999444842 0.9965357972522442 0.4296180045437639 -0.17608491633147633 1.0037070889535367
0.027930999174714 -0.027495000511408 1.0021681065435804 0.4084527887152263 -0.18981367809623517 1.0122110422775419
0.022820999845862 -0.025072999298573 1.0089556508854587 0.38376827663628027 -0.20312893036830687 1.0223856708722698
0.018407000228763 -0.022701000794768 1.016898671585331 0.3549896196417438 -0.2152350116634556 1.034253714480561
0.014634000137448 -0.020393999293447 1.0258708268639452 0.32181573680203535 -0.2251670855645616 1.0476329436952974
0.01144600007683 -0.018162000924349 1.036023104925107 0.28478977199245603 -0.23203937310412648 1.0627298647347125
0.008786999620497 -0.016017999500036 1.046738191698147 0.2444713921528519 -0.23492661660661227 1.0785929701307253
0.006610999815166 -0.013970999978483 1.0585001508729721 0.20101028206417973 -0.23237968074987309 1.0960450698054076
0.004856999963522 -0.012029999867082 1.0707416485144292 0.15651074504556706 -0.22218338961257325 1.1142289977632889
0.003460000036284 -0.010204999707639 1.0821669902744122 0.11342724090489639 -0.20434363178957057 1.1310425643278115
0.002377999946475 -0.008503000251949 1.0935227572524062 0.07221148141235764 -0.17924447427847995 1.1477583185385432
0.001576000009663 -0.006930000148714 1.1023190141440429 0.03738464781916804 -0.1473139015239199 1.1604855228412319
0.000976999988779 -0.005493999924511 1.1085500002545787 0.0096045648230724 -0.11058767636029157 1.1694827278731466
0.000577000027988 -0.004197999835014 1.1127921484439534 -0.010755792676262236 -0.0720006260623226 1.1754585357057996
0.000299000006635 -0.003050999948755 1.1146385236489613 -0.023171823995880657 -0.033030678680375944 1.1777159893914728
0.000140000003739 -0.002052000025287 1.115864924455481 -0.03035480401476532 0.0044424685467757945 1.1789463207435988
5.6000000768e-05 -0.001206999993883 1.1175407332477705 -0.03395085373072492 0.03868544917153265 1.1807773678696478
1.2999999853e-05 -0.000523000024259 1.1219568082666909 -0.03655056348190843 0.07061460435349742 1.1867595720906425
0.0 0.0 1.1257554171865276 -0.0360349740493558 0.1020497263063743 1.1918356366057437
1.2999999853e-05 0.000523000024259 1.1244093502680825 -0.030800169020559074 0.1338369171289117 1.1897176660240176
5.6000000768e-05 0.001206999993883 1.1195557060521955 -0.02268756969488808 0.16748331367140942 1.182847242812024
0.000140000003739 0.002052000025287 1.1122695925940222 -0.009002896612889642 0.20365292768438234 1.1726330971035266
0.000299000006635 0.003050999948755 1.1008757542469931 0.014589567944687442 0.23997183796766272 1.1563649619525123
0.000577000027988 0.004197999835014 1.0906077022061802 0.0427900977602223 0.2755270967142053 1.1417500252650115
0.000976999988779 0.005493999924511 1.076830167008766 0.07981374920364828 0.3076533449772243 1.1223428502197237
0.001576000009663 0.006930000148714 1.0609075564116388 0.12480697266237314 0.33478371357270686 1.099564219883297
0.002377999946475 0.008503000251949 1.044593776250605 0.17429002447728958 0.3542486855698246 1.0763363696248855
0.003460000036284 0.010204999707639 1.0265701560187355 0.2284849867556892 0.3637364503395024 1.0506484806051581
0.004856999963522 0.012029999867082 1.0119966085880923 0.279631124197275 0.36540042491270464 1.030011360634352
0.006610999815166 0.013970999978483 0.9968982678979391 0.3302884508071529 0.35946303868068796 1.0086108606834658
0.008786999620497 0.016017999500036 0.9830014414212361 0.3783978081009472 0.34593721401030864 0.9887431885417584
0.01144600007683 0.018162000924349 0.9721277154040628 0.41986678879663714 0.32760598286165654 0.9729910089102889
0.014634000137448 0.020393999293447 0.9629671827010118 0.4542094882841282 0.30617186638001403 0.9596336502765164
0.018407000228763 0.022701000794768 0.9557325991467747 0.4829957668956743 0.28327217198158394 0.9490226751001813
0.022820999845862 0.025072999298573 0.950873407395894 0.5065983923168432 0.26031804363436706 0.9418434733100903
